ID,Adoption,Died,Euthanasia,Return_to_owner,Transfer
1,0.0,0.0,0.2811230158730159,0.22187301587301575,0.4947976190476193
2,0.7198702245027877,0.0,0.0,0.22105556250901315,0.04781818226005356
3,0.6233125485625488,0.0,0.0,0.0,0.3747664835164835
4,0.0,0.0,0.0,0.36239690864690854,0.6265873015873015
5,0.43707721387096077,0.0,0.0,0.2773319518852676,0.27147037295273235
6,0.3347625584175145,0.0,0.0,0.5254944205953067,0.15711936279947578
7,0.4237261904761902,0.0,0.0,0.20401587301587298,0.36363583638583635
8,0.8379736541869975,0.0,0.0,0.016374020595484817,0.14159063265404467
9,0.5468863511966959,0.0,0.0,0.02596398978536441,0.31933325693913933
10,0.4354670607525467,0.0,0.2397434505190595,0.22895722741310964,0.08686448149373842
11,0.7630218457520861,0.0,0.0,0.03766505457681315,0.19809850438498128
12,0.0,0.0,0.05208333333333333,0.45716666666666655,0.5631666666666668
13,0.8506699134199129,0.0,0.0,0.15797075147075143,0.0
14,0.7343816768027293,0.0,0.0,0.0,0.22028066378066377
15,0.606512678144918,0.0,0.07141645927043506,0.1844415933914937,0.11449854926824532
16,0.7033285157066312,0.0,0.0,0.15115739334782033,0.1578847750840703
17,0.3310036345230109,0.0,0.015314723019693974,0.48102469647206286,0.16997235296782318
18,0.41746897546897554,0.0,0.0,0.45983843933843943,0.12633084970584968
19,0.39746923991041655,0.0,0.0,0.14841552891552884,0.49148842823842825
20,0.0,0.03176904206904207,0.14425126911272423,0.0,0.7769715252068194
21,0.27407868636529775,0.0,0.0,0.11484889417353406,0.5930188272483365
22,0.0,0.01589301939143196,0.07801731493547685,0.007387996565502918,0.8981549331972336
23,0.4522149573427977,0.0,0.01580022551889417,0.2820977587059618,0.23724280740188367
24,0.0,0.03623118140580171,0.01594307701221185,0.0,0.9418161083357804
25,0.5547512802340012,0.0,0.0,0.26576269739064096,0.15559102780333414
26,0.01,0.0,0.47529853479853473,0.004523809523809524,0.5056190476190477
27,0.8746996408250277,0.0,0.0,0.027718736314934614,0.09754613749622136
28,0.0,0.0,0.01,0.0,0.9626666666666668
29,0.3211497414281753,0.0,0.06227442526727871,0.36603864274181164,0.2632868414993488
30,0.5839596514705604,0.016874779666097153,0.0351974754622232,0.2257183410399799,0.15069785577364417
31,0.1651522366522366,0.16952031302031298,0.0,0.13950660450660446,0.49667091242091227
32,0.708578563555411,0.0,0.0,0.22364773098795068,0.06891553962017784
33,0.08,0.0,0.0,0.025111111111111112,0.8954761904761905
34,0.6446764389721048,0.0,0.07919732164120707,0.08445600087047454,0.18470995095375894
35,0.34234609905805885,0.06944066348168514,0.0,0.0,0.5532276391908745
36,0.6159056928829698,0.0,0.0,0.16928258695896,0.20900486872360904
37,0.09304761904761906,0.0,0.0469047619047619,0.0,0.7781153846153847
38,0.7224100793681142,0.0,0.0,0.10572317558528348,0.17849025089724674
39,0.2881658954991246,0.0,0.0,0.6025424835350315,0.1133260502731304
40,0.42777777777777787,0.0,0.0,0.20525,0.44263786213786216
41,0.0,0.0,0.2811230158730159,0.22187301587301575,0.4947976190476193
42,0.0,0.017273923382283878,0.0,0.0,0.9843246345472383
43,0.38878543753713907,0.0,0.0,0.030287539120887264,0.5786764536324656
44,0.0,0.09548885305222718,0.16368605643631468,0.0,0.7345923398260199
45,0.03428571428571429,0.0,0.0806904761904762,0.0,0.906984126984127
46,0.4455903818403819,0.0,0.0,0.1555643245643245,0.41025463425463404
47,0.44435463165892886,0.0,0.0,0.23980479818599004,0.32653867245585483
48,0.4419796313409805,0.0,0.048490384722963124,0.48072475250578633,0.0
49,0.47303945210316134,0.0,0.0,0.4575486850568632,0.08288949247024403
50,0.37549819624819614,0.0,0.0,0.38590560828060816,0.2539043704833178
51,0.37693015703729105,0.06119038424803755,0.0,0.0,0.5536700171110351
52,0.35884686275197103,0.0,0.06280744317216773,0.49172463769796854,0.059286309045496
53,0.7715801422260704,0.0,0.0,0.11827934094031473,0.11111706987617602
54,0.29076459651459635,0.0,0.0,0.0,0.6938514190058309
55,0.0,0.0,0.1175,0.0,0.9166666666666665
56,0.32408225108225097,0.0,0.0,0.011155844155844155,0.6288185425685425
57,0.5946344074640402,0.0,0.011785757744469412,0.23664231029140798,0.14942296176708209
58,0.0,0.03394514366492268,0.05836928236724551,0.0,0.9097025769850027
59,0.0,0.0606616362393284,0.10690693537735642,0.0,0.8345752159455597
60,0.6240916154124959,0.0,0.0,0.11910522487322096,0.2674892671254079
61,0.8111799223800328,0.0,0.0,0.0,0.2139671614505205
62,0.17348219363196132,0.0,0.41712687836759044,0.16419858555617067,0.25899784507157636
63,0.48596003996004,0.0,0.0,0.282773199023199,0.23678216228216215
64,0.0,0.047730463673286,0.13576282763971975,0.0,0.8118211441007837
65,0.0,0.0,0.12044326495309093,0.0,0.8760833253858789
66,0.6455375049450015,0.0,0.0,0.20197970606463478,0.15797732015302549
67,0.820046957800872,0.0,0.0,0.0,0.18009824861620508
68,0.0,0.003333333333333333,0.006666666666666666,0.7839159451659448,0.17674997224997221
69,0.4522149573427977,0.0,0.01580022551889417,0.2820977587059618,0.23724280740188367
70,0.0,0.0,0.0,0.0,1.0
71,0.0,0.0,0.0,0.0,1.0
72,0.8362011898376458,0.0,0.0,0.06549890795589244,0.10179487285478504
73,0.0,0.0,0.14777906209226127,0.0,0.8458628825340163
74,0.46818724607068435,0.023991291252102004,0.07729362047428512,0.2522377525407932,0.1721660760689227
75,0.0,0.05983646168850791,0.0732801076317697,0.0,0.8608412995895565
76,0.34234609905805885,0.06944066348168514,0.0,0.0,0.5532276391908745
77,0.8651429560597579,0.0,0.0,0.0,0.13746704285176187
78,0.0,0.0,0.5362525252525253,0.0,0.4059126984126985
79,0.4950271784575221,0.0,0.021933257224541758,0.33824041583949355,0.12989429410436729
80,0.975,0.01,0.0,0.0,0.07761904761904762
81,0.0,0.0,0.018243685241904423,0.0,0.9839383761758349
82,0.0,0.03394514366492268,0.05836928236724551,0.0,0.9097025769850027
83,0.45902173383493483,0.0,0.016393719971173323,0.28691643561420616,0.22752588863893522
84,0.0,0.09549132464560581,0.12259695544273452,0.0,0.7844458465540828
85,0.3211497414281753,0.0,0.06227442526727871,0.36603864274181164,0.2632868414993488
86,0.02153832278832279,0.0,0.5878473748473749,0.0,0.22146395271395275
87,0.028095238095238097,0.0,0.02,0.46716666666666656,0.5242857142857142
88,0.33687085137085127,0.0,0.15929148629148632,0.36338980463980464,0.1772619047619047
89,0.0,0.0,0.06383678233229706,0.0,0.9326494891783557
90,0.7410092914510881,0.0,0.0,0.0,0.2781548208918881
91,0.003333333333333333,0.0,0.5690790043290046,0.0,0.3867121212121212
92,0.0,0.0,0.025,0.0,0.9460833333333334
93,0.8299925571374949,0.0,0.0,0.0,0.16260694653176078
94,0.39565876336199374,0.0,0.049630962351262416,0.5001448832234798,0.05606908019150426
95,0.0,0.0,0.0,0.25946428571428554,0.7709722222222218
96,0.4522149573427977,0.0,0.01580022551889417,0.2820977587059618,0.23724280740188367
97,0.4654296324334484,0.0,0.030963083292853234,0.42551605672563114,0.07867507869147848
98,0.0,0.01391975011784627,0.06364575745998552,0.0,0.9235042959951458
99,0.32623388389365965,0.0,0.0,0.0,0.6762000580102853
100,0.4225172242966706,0.0,0.05367175941526067,0.42494112743329526,0.07853792639176149
101,0.9302579363494696,0.0,0.0,0.04398855296116218,0.036149122589075884
102,0.7368760992847208,0.0,0.06307598647706668,0.06043000238732594,0.1317308109099736
103,0.9639230769230768,0.0,0.00037974683544303797,0.0014285714285714286,0.020579670329670327
104,0.5914334654391957,0.0,0.0,0.2528134160241319,0.16998343251690085
105,0.6057223898822197,0.0,0.0,0.08143475513134954,0.3546646716716374
106,0.5579819954409707,0.01761856595803655,0.01594431768035018,0.2533099067867353,0.15169968974774553
107,0.32395064407625496,0.0,0.0,0.5255676222510269,0.15838063165644156
108,0.01,0.0,0.24106493506493504,0.21704761904761902,0.47316666666666657
109,0.9695000000000001,0.0,0.0,0.0,0.04849053724053724
110,0.5149705676544284,0.0,0.06951439694636287,0.13929297844846694,0.2633911351372907
111,0.32979108678932073,0.0,0.0,0.4643935704390635,0.18213274054336442
112,0.30245964153665367,0.0,0.05934767847391683,0.24286537542265083,0.3865542580021347
113,0.1852666643040452,0.0,0.0,0.6056909302979467,0.1979789466437774
114,0.3930863765049661,0.0,0.02004298869656621,0.4758820911245709,0.10500385967576902
115,0.0,0.0,0.07490729179661068,0.0,0.9222935718392372
116,0.7174721497566644,0.0,0.0,0.10789703488002168,0.18450682456984288
117,0.8362011898376458,0.0,0.0,0.06549890795589244,0.10179487285478504
118,0.0,0.0,0.0,0.10702380952380952,0.81582683982684
119,0.7522777777777779,0.0,0.0549375298614429,0.19991452991452996,0.011818181818181818
120,0.1651178320826658,0.0028289473684210524,0.13728630846277906,0.05869047619047619,0.5440380452880451
121,0.8299925571374949,0.0,0.0,0.0,0.16260694653176078
122,0.9260288390659903,0.0,0.0,0.0,0.08350879771691792
123,0.7715801422260704,0.0,0.0,0.11827934094031473,0.11111706987617602
124,0.0,0.03394514366492268,0.05836928236724551,0.0,0.9097025769850027
125,0.0,0.0,0.4507142857142857,0.01,0.5693333333333332
126,0.336,0.0,0.0,0.7016543816543817,0.027575757575757576
127,0.44571645021645023,0.0,0.23283008658008655,0.0,0.24222619047619046
128,0.7332087223218378,0.0,0.0,0.03549183543896463,0.22629132503964605
129,0.921987787982864,0.0,0.0,0.0,0.07707897205990431
130,0.7902395274728647,0.0,0.0,0.05839554538148592,0.14527584740257393
131,0.49770935478392153,0.0,0.015732109181571963,0.31230052709507544,0.16779312888475925
132,0.8636494441362254,0.0,0.008464479780480802,0.0,0.13183220819130784
133,0.9004088403426634,0.0,0.0,0.0,0.09304595241359946
134,0.2597467532467532,0.0,0.0,0.552091575091575,0.24427380952380934
135,0.5625340909090913,0.0,0.1004423240158534,0.10644962021123011,0.2614729979342981
136,0.5073023393757942,0.0,0.024374972014033807,0.18951732636331983,0.28045140765771376
137,0.5006627721570241,0.0,0.06377470269594993,0.19656482131260686,0.23249302841457894
138,0.0,0.0,0.0,0.0,1.0
139,0.06441546099376559,0.0,0.0,0.7440903717385848,0.21430198097520736
140,0.5914334654391957,0.0,0.0,0.2528134160241319,0.16998343251690085
141,0.6438322241352491,0.0,0.0,0.06668377913233452,0.2810204548342747
142,0.12846349022158343,0.0808649491300919,0.07073875185925932,0.0,0.7276442009352426
143,0.39971106523506705,0.0,0.02493725071033071,0.340894586357416,0.23002577040529734
144,0.28528352930344836,0.0,0.11441849624973344,0.49419338664767765,0.13015808122894473
145,0.8504256854256851,0.0,0.12988214563214565,0.0,0.0
146,0.5454065656565659,0.0,0.0,0.4429776334776334,0.0
147,0.3858630708842614,0.0,0.10613775013729572,0.20520327357472698,0.3269228213816751
148,0.39097067367979194,0.0,0.07546529846562273,0.4297902014074229,0.11124331960345037
149,0.0,0.0,0.17643344977437714,0.0,0.8153931244195644
150,0.0,0.0937442057426577,0.08401931075460485,0.0,0.7988979454068457
151,0.0275,0.004,0.005,0.03322222222222222,0.945
152,0.0,0.0,0.10272780242633182,0.0,0.8692507435804644
